ticker,company_name,sector_name,sub_sector_name
WELL,Welltower Inc.,real-estate,reit-healthcare-facilities
VTR,"Ventas, Inc.",real-estate,reit-healthcare-facilities
DOC,"Healthpeak Properties, Inc.",real-estate,reit-healthcare-facilities
OHI,"Omega Healthcare Investors, Inc.",real-estate,reit-healthcare-facilities
AHR,"American Healthcare REIT, Inc.",real-estate,reit-healthcare-facilities
CTRE,"CareTrust REIT, Inc.",real-estate,reit-healthcare-facilities
HR,Healthcare Realty Trust Incorporated,real-estate,reit-healthcare-facilities
SBRA,"Sabra Health Care REIT, Inc.",real-estate,reit-healthcare-facilities
NHI,"National Health Investors, Inc.",real-estate,reit-healthcare-facilities
MPT,"Medical Properties Trust, Inc.",real-estate,reit-healthcare-facilities
DHC,Diversified Healthcare Trust,real-estate,reit-healthcare-facilities
LTC,"LTC Properties, Inc.",real-estate,reit-healthcare-facilities
SILA,"Sila Realty Trust, Inc.",real-estate,reit-healthcare-facilities
STRW,"Strawberry Fields REIT, Inc.",real-estate,reit-healthcare-facilities
UHT,Universal Health Realty Income Trust,real-estate,reit-healthcare-facilities
XRN,Chiron Real Estate Inc.,real-estate,reit-healthcare-facilities
CHCT,Community Healthcare Trust Incorporated,real-estate,reit-healthcare-facilities
PLD,"Prologis, Inc.",real-estate,reit-industrial
PSA,Public Storage,real-estate,reit-industrial
EXR,Extra Space Storage Inc.,real-estate,reit-industrial
LINE,"Lineage, Inc.",real-estate,reit-industrial
EGP,"EastGroup Properties, Inc.",real-estate,reit-industrial
CUBE,CubeSmart,real-estate,reit-industrial
FR,"First Industrial Realty Trust, Inc.",real-estate,reit-industrial
REXR,"Rexford Industrial Realty, Inc.",real-estate,reit-industrial
STAG,"STAG Industrial, Inc.",real-estate,reit-industrial
TRNO,Terreno Realty Corporation,real-estate,reit-industrial
NSA,National Storage Affiliates Trust,real-estate,reit-industrial
COLD,"Americold Realty Trust, Inc.",real-estate,reit-industrial
LXP,LXP Industrial Trust,real-estate,reit-industrial
SMA,"SmartStop Self Storage REIT, Inc.",real-estate,reit-industrial
IIPR,"Innovative Industrial Properties, Inc.",real-estate,reit-industrial
ILPT,Industrial Logistics Properties Trust,real-estate,reit-industrial
MDV,"Modiv Industrial, Inc.",real-estate,reit-industrial
VICI,VICI Properties Inc.,real-estate,reit-diversified
WPC,W. P. Carey Inc.,real-estate,reit-diversified
BNL,"Broadstone Net Lease, Inc.",real-estate,reit-diversified
GNL,"Global Net Lease, Inc.",real-estate,reit-diversified
AAT,"American Assets Trust, Inc.",real-estate,reit-diversified
ESRT,"Empire State Realty Trust, Inc.",real-estate,reit-diversified
SAFE,Safehold Inc.,real-estate,reit-diversified
JBGS,JBG SMITH Properties,real-estate,reit-diversified
CTO,"CTO Realty Growth, Inc.",real-estate,reit-diversified
AHRT,AH REALTY TRUST INC,real-estate,reit-diversified
GOOD,Gladstone Commercial Corporation,real-estate,reit-diversified
FVR,"FrontView REIT, Inc.",real-estate,reit-diversified
OLP,"One Liberty Properties, Inc.",real-estate,reit-diversified
MKZR,"MacKenzie Realty Capital, Inc.",real-estate,reit-diversified
