ticker,company_name,sector_name,sub_sector_name
OKLO,Oklo Inc.,utilities,utilities-independent-power-producers
KEN,Kenon Holdings Ltd.,utilities,utilities-independent-power-producers
TAC,TransAlta Corporation,utilities,utilities-independent-power-producers
DGXX,Digi Power X Inc.,utilities,utilities-independent-power-producers
SRE,Sempra,utilities,utilities-diversified
BIP,Brookfield Infrastructure Partners L.P.,utilities,utilities-diversified
AES,The AES Corporation,utilities,utilities-diversified
AQN,Algonquin Power & Utilities Corp.,utilities,utilities-diversified
AVA,Avista Corporation,utilities,utilities-diversified
UTL,Unitil Corporation,utilities,utilities-diversified
