ticker,company_name,sector_name,sub_sector_name
HDB,HDFC Bank Limited,financials,banks-regional
MFG,"Mizuho Financial Group, Inc.",financials,banks-regional
IBN,ICICI Bank Limited,financials,banks-regional
PNC,"The PNC Financial Services Group, Inc.",financials,banks-regional
USB,U.S. Bancorp,financials,banks-regional
ITUB,Ita̼ Unibanco Holding S.A.,financials,banks-regional
LYG,Lloyds Banking Group plc,financials,banks-regional
NWG,NatWest Group plc,financials,banks-regional
TFC,Truist Financial Corporation,financials,banks-regional
DB,Deutsche Bank Aktiengesellschaft,financials,banks-regional
NU,Nu Holdings Ltd.,financials,banks-regional
FITB,Fifth Third Bancorp,financials,banks-regional
KB,KB Financial Group Inc.,financials,banks-regional
BBD,Banco Bradesco S.A.,financials,banks-regional
HBAN,Huntington Bancshares Incorporated,financials,banks-regional
SHG,"Shinhan Financial Group Co., Ltd.",financials,banks-regional
MTB,M&T Bank Corporation,financials,banks-regional
CFG,"Citizens Financial Group, Inc.",financials,banks-regional
FCNCA,"First Citizens BancShares, Inc.",financials,banks-regional
BAP,Credicorp Ltd.,financials,banks-regional
RF,Regions Financial Corporation,financials,banks-regional
KEY,KeyCorp,financials,banks-regional
BSBR,Banco Santander (Brasil) S.A.,financials,banks-regional
CIB,Grupo Cibest S.A.,financials,banks-regional
BCH,Banco de Chile,financials,banks-regional
EWBC,"East West Bancorp, Inc.",financials,banks-regional
WF,Woori Financial Group Inc.,financials,banks-regional
PNFP,"Pinnacle Financial Partners, Inc.",financials,banks-regional
BSAC,Banco Santander-Chile,financials,banks-regional
WBS,Webster Financial Corporation,financials,banks-regional
FHN,First Horizon Corporation,financials,banks-regional
WTFC,Wintrust Financial Corporation,financials,banks-regional
BPOP,"Popular, Inc.",financials,banks-regional
UMBF,UMB Financial Corporation,financials,banks-regional
SSB,SouthState Bank Corporation,financials,banks-regional
ZION,"Zions Bancorporation, National Association",financials,banks-regional
ONB,Old National Bancorp,financials,banks-regional
CFR,"Cullen/Frost Bankers, Inc.",financials,banks-regional
WAL,Western Alliance Bancorporation,financials,banks-regional
COLB,"Columbia Banking System, Inc.",financials,banks-regional
GGAL,Grupo Financiero Galicia S.A.,financials,banks-regional
BOKF,BOK Financial Corporation,financials,banks-regional
CBSH,"Commerce Bancshares, Inc.",financials,banks-regional
VLY,Valley National Bancorp,financials,banks-regional
PB,"Prosperity Bancshares, Inc.",financials,banks-regional
CBC,"Central Bancompany, Inc.",financials,banks-regional
FNB,F.N.B. Corporation,financials,banks-regional
GBCI,"Glacier Bancorp, Inc.",financials,banks-regional
UBSI,"United Bankshares, Inc.",financials,banks-regional
FLG,"Flagstar Bank, National Association",financials,banks-regional
ABCB,Ameris Bancorp,financials,banks-regional
BMA,Banco Macro S.A.,financials,banks-regional
HWC,Hancock Whitney Corporation,financials,banks-regional
AVAL,Grupo Aval Acciones y Valores S.A.,financials,banks-regional
HOMB,"Home BancShares, Inc.",financials,banks-regional
AUB,Atlantic Union Bankshares Corporation,financials,banks-regional
OZK,Bank OZK,financials,banks-regional
IFS,Intercorp Financial Services Inc.,financials,banks-regional
AX,"Axos Financial, Inc.",financials,banks-regional
FFIN,"First Financial Bankshares, Inc.",financials,banks-regional
TFSL,TFS Financial Corporation,financials,banks-regional
IBOC,International Bancshares Corporation,financials,banks-regional
ASB,Associated Banc-Corp,financials,banks-regional
TCBI,"Texas Capital Bancshares, Inc.",financials,banks-regional
EBC,"Eastern Bankshares, Inc.",financials,banks-regional
SFBS,"ServisFirst Bancshares, Inc.",financials,banks-regional
FULT,Fulton Financial Corporation,financials,banks-regional
UCB,"United Community Banks, Inc.",financials,banks-regional
CATY,Cathay General Bancorp,financials,banks-regional
INDB,Independent Bank Corp.,financials,banks-regional
RNST,Renasant Corporation,financials,banks-regional
FBP,First BanCorp.,financials,banks-regional
WSFS,WSFS Financial Corporation,financials,banks-regional
BBAR,Banco BBVA Argentina S.A.,financials,banks-regional
BANF,BancFirst Corporation,financials,banks-regional
CVBF,CVB Financial Corp.,financials,banks-regional
FIBK,"First Interstate BancSystem, Inc.",financials,banks-regional
BKU,"BankUnited, Inc.",financials,banks-regional
CBU,"Community Financial System, Inc.",financials,banks-regional
FHB,"First Hawaiian, Inc.",financials,banks-regional
MCHB,Mechanics Bancorp,financials,banks-regional
WSBC,"WesBanco, Inc.",financials,banks-regional
FFBC,First Financial Bancorp.,financials,banks-regional
PRK,Park National Corporation,financials,banks-regional
SFNC,Simmons First National Corporation,financials,banks-regional
TOWN,TowneBank,financials,banks-regional
BOH,Bank of Hawaii Corporation,financials,banks-regional
BANC,"Banc of California, Inc.",financials,banks-regional
PFS,"Provident Financial Services, Inc.",financials,banks-regional
NIC,"Nicolet Bankshares, Inc.",financials,banks-regional
SBCF,Seacoast Banking Corporation of Florida,financials,banks-regional
FBK,FB Financial Corporation,financials,banks-regional
WAFD,"WaFd, Inc.",financials,banks-regional
TRMK,Trustmark Corporation,financials,banks-regional
FRME,First Merchants Corporation,financials,banks-regional
INTR,"Inter & Co, Inc.",financials,banks-regional
CUBI,"Customers Bancorp, Inc.",financials,banks-regional
FBNC,First Bancorp,financials,banks-regional
BBT,Beacon Financial Corporation,financials,banks-regional
NBTB,NBT Bancorp Inc.,financials,banks-regional
BUSE,First Busey Corporation,financials,banks-regional
TBBK,"The Bancorp, Inc.",financials,banks-regional
EFSC,Enterprise Financial Services Corp,financials,banks-regional
SYBT,"Stock Yards Bancorp, Inc.",financials,banks-regional
BANR,Banner Corporation,financials,banks-regional
MBIN,Merchants Bancorp,financials,banks-regional
CLBK,"Columbia Financial, Inc.",financials,banks-regional
BLX,"Banco Latinoamericano de Comercio Exterior, S. A.",financials,banks-regional
NWBI,"Northwest Bancshares, Inc.",financials,banks-regional
LC,LendingClub Corporation,financials,banks-regional
OFG,OFG Bancorp,financials,banks-regional
FCF,First Commonwealth Financial Corporation,financials,banks-regional
STEL,"Stellar Bancorp, Inc.",financials,banks-regional
NBHC,National Bank Holdings Corporation,financials,banks-regional
SRCE,1st Source Corporation,financials,banks-regional
CHCO,City Holding Company,financials,banks-regional
LOB,"Live Oak Bancshares, Inc.",financials,banks-regional
TFIN,"Triumph Financial, Inc.",financials,banks-regional
CASH,"Pathward Financial, Inc.",financials,banks-regional
FSUN,FirstSun Capital Bancorp,financials,banks-regional
DCOM,"Dime Commercial Bancshares, Inc.",financials,banks-regional
GABC,"German American Bancorp, Inc.",financials,banks-regional
RBCAA,"Republic Bancorp, Inc.",financials,banks-regional
STBA,"S&T Bancorp, Inc.",financials,banks-regional
TCBK,TriCo Bancshares,financials,banks-regional
HOPE,"Hope Bancorp, Inc.",financials,banks-regional
BFC,Bank First Corporation,financials,banks-regional
QCRH,"QCR Holdings, Inc.",financials,banks-regional
CNOB,"ConnectOne Bancorp, Inc.",financials,banks-regional
BY,"Byline Bancorp, Inc.",financials,banks-regional
LKFN,Lakeland Financial Corporation,financials,banks-regional
OBK,"Origin Bancorp, Inc.",financials,banks-regional
WABC,Westamerica Bancorporation,financials,banks-regional
BHRB,Burke & Herbert Financial Services Corp.,financials,banks-regional
AMAL,Amalgamated Financial Corp.,financials,banks-regional
PEBO,Peoples Bancorp Inc.,financials,banks-regional
TMP,Tompkins Financial Corporation,financials,banks-regional
CTBI,"Community Trust Bancorp, Inc.",financials,banks-regional
FMBH,"First Mid Bancshares, Inc.",financials,banks-regional
PFBC,Preferred Bank,financials,banks-regional
HFWA,Heritage Financial Corporation,financials,banks-regional
UVSP,Univest Financial Corporation,financials,banks-regional
MCB,Metropolitan Bank Holding Corp.,financials,banks-regional
OSBC,"Old Second Bancorp, Inc.",financials,banks-regional
AGBK,AGI Inc,financials,banks-regional
CCB,Coastal Financial Corporation,financials,banks-regional
HBT,"HBT Financial, Inc.",financials,banks-regional
OCFC,OceanFirst Financial Corp.,financials,banks-regional
NBN,Northeast Bank,financials,banks-regional
SBSI,"Southside Bancshares, Inc.",financials,banks-regional
CFFN,"Capitol Federal Financial, Inc.",financials,banks-regional
MCBS,"MetroCity Bankshares, Inc.",financials,banks-regional
EQBK,"Equity Bancshares, Inc.",financials,banks-regional
HBNC,"Horizon Bancorp, Inc.",financials,banks-regional
BFST,"Business First Bancshares, Inc.",financials,banks-regional
FSBC,Five Star Bancorp,financials,banks-regional
CPF,Central Pacific Financial Corp.,financials,banks-regional
TRST,TrustCo Bank Corp NY,financials,banks-regional
MBWM,Mercantile Bank Corporation,financials,banks-regional
CCNE,CNB Financial Corporation,financials,banks-regional
AMTB,Amerant Bancorp Inc.,financials,banks-regional
HAFC,Hanmi Financial Corporation,financials,banks-regional
ESQ,"Esquire Financial Holdings, Inc.",financials,banks-regional
SUPV,Grupo Supervielle S.A.,financials,banks-regional
CAC,Camden National Corporation,financials,banks-regional
THFF,First Financial Corporation,financials,banks-regional
FMNB,Farmers National Banc Corp.,financials,banks-regional
MPB,"Mid Penn Bancorp, Inc.",financials,banks-regional
EGBN,"Eagle Bancorp, Inc.",financials,banks-regional
NBBK,"NB Bancorp, Inc.",financials,banks-regional
FCBC,"First Community Bankshares, Inc.",financials,banks-regional
GSBC,"Great Southern Bancorp, Inc.",financials,banks-regional
SPFI,"South Plains Financial, Inc.",financials,banks-regional
HTB,"HomeTrust Bancshares, Inc.",financials,banks-regional
