ticker,company_name,sector_name,sub_sector_name
CCBG,"Capital City Bank Group, Inc.",financials,banks-regional
PGC,Peapack-Gladstone Financial Corporation,financials,banks-regional
SMBC,"Southern Missouri Bancorp, Inc.",financials,banks-regional
ORRF,"Orrstown Financial Services, Inc.",financials,banks-regional
FISI,"Financial Institutions, Inc.",financials,banks-regional
ALRS,Alerus Financial Corporation,financials,banks-regional
SMBK,"SmartFinancial, Inc.",financials,banks-regional
IBCP,Independent Bank Corporation,financials,banks-regional
SHBI,"Shore Bancshares, Inc.",financials,banks-regional
CWBC,Community West Bancshares,financials,banks-regional
TCBX,"Third Coast Bancshares, Inc.",financials,banks-regional
WASH,"Washington Trust Bancorp, Inc.",financials,banks-regional
CARE,"Carter Bankshares, Inc.",financials,banks-regional
HIFS,Hingham Institution for Savings,financials,banks-regional
VBNK,VersaBank,financials,banks-regional
BCAL,California BanCorp,financials,banks-regional
AROW,Arrow Financial Corporation,financials,banks-regional
NPB,"Northpointe Bancshares, Inc.",financials,banks-regional
BHB,Bar Harbor Bankshares,financials,banks-regional
PFIS,Peoples Financial Services Corp.,financials,banks-regional
RRBI,"Red River Bancshares, Inc.",financials,banks-regional
NFBK,"Northfield Bancorp, Inc.",financials,banks-regional
MSBI,"Midland States Bancorp, Inc.",financials,banks-regional
ACNB,ACNB Corporation,financials,banks-regional
SFST,"Southern First Bancshares, Inc.",financials,banks-regional
UNTY,"Unity Bancorp, Inc.",financials,banks-regional
NRIM,"Northrim BanCorp, Inc.",financials,banks-regional
CIVB,"Civista Bancshares, Inc.",financials,banks-regional
BWB,"Bridgewater Bancshares, Inc.",financials,banks-regional
CBNK,"Capital Bancorp, Inc.",financials,banks-regional
KRNY,Kearny Financial Corp.,financials,banks-regional
HBCP,"Home Bancorp, Inc.",financials,banks-regional
BSRR,Sierra Bancorp,financials,banks-regional
FBIZ,"First Business Financial Services, Inc.",financials,banks-regional
COFS,"ChoiceOne Financial Services, Inc.",financials,banks-regional
GCBC,"Greene County Bancorp, Inc.",financials,banks-regional
OBT,"Orange County Bancorp, Inc.",financials,banks-regional
PDLB,"Ponce Financial Group, Inc.",financials,banks-regional
BSVN,Bank7 Corp.,financials,banks-regional
CBAN,"Colony Bankcorp, Inc.",financials,banks-regional
GBFH,GBank Financial Holdings Inc.,financials,banks-regional
BWFG,"Bankwell Financial Group, Inc.",financials,banks-regional
BMRC,Bank of Marin Bancorp,financials,banks-regional
WTBA,"West Bancorporation, Inc.",financials,banks-regional
CBK,"Commercial Bancgroup, Inc.",financials,banks-regional
RBB,RBB Bancorp,financials,banks-regional
FRBA,First Bank,financials,banks-regional
ISTR,Investar Holding Corporation,financials,banks-regional
PBFS,"Pioneer Bancorp, Inc.",financials,banks-regional
CZNC,Citizens & Northern Corporation,financials,banks-regional
FMAO,"Farmers & Merchants Bancorp, Inc.",financials,banks-regional
NEWT,"NewtekOne, Inc.",financials,banks-regional
PLBC,Plumas Bancorp,financials,banks-regional
FRST,Primis Financial Corp.,financials,banks-regional
PKBK,"Parke Bancorp, Inc.",financials,banks-regional
MVBF,MVB Financial Corp.,financials,banks-regional
PCB,PCB Bancorp,financials,banks-regional
AVBC,"Avidia Bancorp, Inc.",financials,banks-regional
BCML,BayCom Corp,financials,banks-regional
USCB,"USCB Financial Holdings, Inc.",financials,banks-regional
CHMG,Chemung Financial Corporation,financials,banks-regional
AVBH,"Avidbank Holdings, Inc.",financials,banks-regional
FNLC,"The First Bancorp, Inc.",financials,banks-regional
NWFL,Norwood Financial Corp.,financials,banks-regional
TSBK,"Timberland Bancorp, Inc.",financials,banks-regional
WSBF,"Waterstone Financial, Inc.",financials,banks-regional
CZFS,"Citizens Financial Services, Inc.",financials,banks-regional
COSO,"CoastalSouth Bancshares, Inc.",financials,banks-regional
NECB,"Northeast Community Bancorp, Inc.",financials,banks-regional
ISBA,Isabella Bank Corporation,financials,banks-regional
JMSB,"John Marshall Bancorp, Inc.",financials,banks-regional
FCCO,First Community Corporation,financials,banks-regional
BRBS,"Blue Ridge Bankshares, Inc.",financials,banks-regional
FVCB,"FVCBankcorp, Inc.",financials,banks-regional
MYFW,"First Western Financial, Inc.",financials,banks-regional
OVLY,Oak Valley Bancorp,financials,banks-regional
FNRN,First Northern Community Bancorp,financials,banks-regional
FDBC,"Fidelity D & D Bancorp, Inc.",financials,banks-regional
WNEB,"Western New England Bancorp, Inc.",financials,banks-regional
ATLO,Ames National Corporation,financials,banks-regional
FRAF,Franklin Financial Services Corporation,financials,banks-regional
FXNC,First National Corporation,financials,banks-regional
FUNC,First United Corporation,financials,banks-regional
HWBK,"Hawthorn Bancshares, Inc.",financials,banks-regional
CFFI,C&F Financial Corporation,financials,banks-regional
BPRN,"Princeton Bancorp, Inc.",financials,banks-regional
LCNB,LCNB Corp.,financials,banks-regional
CBNA,"Chain Bridge Bancorp, Inc.",financials,banks-regional
VABK,Virginia National Bankshares Corporation,financials,banks-regional
PEBK,"Peoples Bancorp of North Carolina, Inc.",financials,banks-regional
OVBC,Ohio Valley Banc Corp.,financials,banks-regional
MRBK,Meridian Corporation,financials,banks-regional
NKSH,"National Bankshares, Inc.",financials,banks-regional
FCAP,"First Capital, Inc.",financials,banks-regional
EFSI,"Eagle Financial Services, Inc.",financials,banks-regional
FSBW,"FS Bancorp, Inc.",financials,banks-regional
INBK,First Internet Bancorp,financials,banks-regional
OPBK,OP Bancorp,financials,banks-regional
FBLA,"FB Bancorp, Inc.",financials,banks-regional
FINW,FinWise Bancorp,financials,banks-regional
CZWI,"Citizens Community Bancorp, Inc.",financials,banks-regional
BCBP,"BCB Bancorp, Inc.",financials,banks-regional
CFBK,CF Bankshares Inc.,financials,banks-regional
EBMT,"Eagle Bancorp Montana, Inc.",financials,banks-regional
RBKB,"Rhinebeck Bancorp, Inc.",financials,banks-regional
LARK,"Landmark Bancorp, Inc.",financials,banks-regional
CBFV,"CB Financial Services, Inc.",financials,banks-regional
HNVR,"Hanover Bancorp, Inc.",financials,banks-regional
MNSB,"MainStreet Bancshares, Inc.",financials,banks-regional
BVFL,"BV Financial, Inc.",financials,banks-regional
ECBK,"ECB Bancorp, Inc.",financials,banks-regional
FGBI,"First Guaranty Bancshares, Inc.",financials,banks-regional
SRBK,"SR Bancorp, Inc.",financials,banks-regional
RMBI,"Richmond Mutual Bancorporation, Inc.",financials,banks-regional
FNWD,Finward Bancorp,financials,banks-regional
SBFG,"SB Financial Group, Inc.",financials,banks-regional
AFBI,"Affinity Bancshares, Inc.",financials,banks-regional
HYNE,"Hoyne Bancorp, Inc.",financials,banks-regional
LSBK,"Lake Shore Bancorp, Inc.",financials,banks-regional
PNBK,"Patriot National Bancorp, Inc.",financials,banks-regional
WSBK,"Winchester Bancorp, Inc.",financials,banks-regional
RVSB,"Riverview Bancorp, Inc.",financials,banks-regional
BSBK,Bogota Financial Corp.,financials,banks-regional
MGYR,"Magyar Bancorp, Inc.",financials,banks-regional
SFBC,"Sound Financial Bancorp, Inc.",financials,banks-regional
UNB,"Union Bankshares, Inc.",financials,banks-regional
PROV,"Provident Financial Holdings, Inc.",financials,banks-regional
BOTJ,"Bank of the James Financial Group, Inc.",financials,banks-regional
UBCP,"United Bancorp, Inc.",financials,banks-regional
FNWB,First Northwest Bancorp,financials,banks-regional
SSBI,Summit State Bank,financials,banks-regional
BYFC,Broadway Financial Corporation,financials,banks-regional
FUSB,"First US Bancshares, Inc.",financials,banks-regional
AUBN,"Auburn National Bancorporation, Inc.",financials,banks-regional
PBHC,"Pathfinder Bancorp, Inc.",financials,banks-regional
FDSB,"Fifth District Bancorp, Inc.",financials,banks-regional
FSEA,"First Seacoast Bancorp, Inc.",financials,banks-regional
CPBI,"Central Plains Bancshares, Inc.",financials,banks-regional
NSTS,"NSTS Bancorp, Inc.",financials,banks-regional
OPHC,"OptimumBank Holdings, Inc.",financials,banks-regional
CLST,"Catalyst Bancorp, Inc.",financials,banks-regional
ASRV,"AmeriServ Financial, Inc.",financials,banks-regional
HFBL,"Home Federal Bancorp, Inc. of Louisiana",financials,banks-regional
TCBS,"Texas Community Bancshares, Inc.",financials,banks-regional
MBBC,"Marathon Bancorp, Inc.",financials,banks-regional
KFFB,Kentucky First Federal Bancorp,financials,banks-regional
BAFN,BayFirst Financial Corp.,financials,banks-regional
SHFS,"SHF Holdings, Inc.",financials,banks-regional
XXI,"Twenty One Capital, Inc.",financials,shell-companies
DMII,Drugs Made In America Acquisition II Corp.,financials,shell-companies
BCSS,Bain Capital GSS Investment Corp.,financials,shell-companies
EVAC,EQV Ventures Acquisition Corp. II,financials,shell-companies
CEPF,"Cantor Equity Partners IV, Inc.",financials,shell-companies
CCXI,Churchill Capital Corp XI,financials,shell-companies
AEXA,American Exceptionalism Acquisition Corp. A,financials,shell-companies
NWAX,New America Acquisition I Corp.,financials,shell-companies
CXII,Churchill Capital Corp XII,financials,shell-companies
MLAA,Mountain Lake Acquisition Corp. II,financials,shell-companies
KRSP,Rice Acquisition Corporation 3,financials,shell-companies
CRAN,Crane Harbor Acquisition Corp. II,financials,shell-companies
ANSC,Agriculture & Natural Solutions Acquisition Corporation,financials,shell-companies
GTEN,"Gores Holdings X, Inc.",financials,shell-companies
APXT,Apex Treasury Corporation,financials,shell-companies
KBON,Karbon Capital Partners Corp.,financials,shell-companies
BCAR,D. Boral ARC Acquisition I Corp.,financials,shell-companies
IEAG,Infinite Eagle Acquisition Corp.,financials,shell-companies
MBVI,M3-Brigade Acquisition Vi Corp.,financials,shell-companies
IACO,Idea Acquisition Corp.,financials,shell-companies
DBCA,D. Boral Acquisition I Corp.,financials,shell-companies
MESH,Meshflow Acquisition Corp.,financials,shell-companies
KRAQ,KRAKacquisition Corp.,financials,shell-companies
KFII,K&F Growth Acquisition Corp. II,financials,shell-companies
GCGR,General Catalyst Global Resilience Merger Corp.,financials,shell-companies
CLBR,Colombier Acquisition Corp. III,financials,shell-companies
CGCT,Cartesian Growth Corporation III,financials,shell-companies
BBCQ,Bleichroeder Acquisition Corp. II,financials,shell-companies
MEVO,M Evo Global Acquisition Corp II,financials,shell-companies
NPAC,New Providence Acquisition Corp. III,financials,shell-companies
CCIX,Churchill Capital Corp IX,financials,shell-companies
TACO,Berto Acquisition Corp.,financials,shell-companies
ALF,Centurion Acquisition Corp.,financials,shell-companies
GPAT,GP-Act III Acquisition Corp.,financials,shell-companies
ZKP,Lafayette Digital Acquisition Corp. I,financials,shell-companies
MBAV,M3-Brigade Acquisition V Corp.,financials,shell-companies
RDAG,Republic Digital Acquisition Company,financials,shell-companies
WENN,Wen Acquisition Corp.,financials,shell-companies
HACQ,HCM IV Acquisition Corp.,financials,shell-companies
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc.",financials,shell-companies
CEPT,"Cantor Equity Partners II, Inc.",financials,shell-companies
FCRS,FutureCrest Acquisition Corp.,financials,shell-companies
GIW,GigCapital8 Corp.,financials,shell-companies
FVAV,Fortress Value Acquisition Corp. V,financials,shell-companies
SDHI,Siddhi Acquisition Corp.,financials,shell-companies
GIX,GigCapital9 Corp.,financials,shell-companies
OIM,OneIM Acquisition Corp.,financials,shell-companies
MZYX,MOZAYYX Acquisition Corp.,financials,shell-companies
TACH,Titan Acquisition Corp,financials,shell-companies
DMAA,Drugs Made In America Acquisition Corp.,financials,shell-companies
CCII,Cohen Circle Acquisition Corp. II,financials,shell-companies
IPCX,Inflection Point Acquisition Corp. III,financials,shell-companies
KCHV,Kochav Defense Acquisition Corp.,financials,shell-companies
HCIC,Hennessy Capital Investment Corp. VIII,financials,shell-companies
SOUL,Soulpower Acquisition Corporation,financials,shell-companies
BDCI,BTC Development Corp.,financials,shell-companies
TLNC,Talon Capital Corp.,financials,shell-companies
OYSE,Oyster Enterprises II Acquisition Corp,financials,shell-companies
BLZR,Trailblazer Acquisition Corp.,financials,shell-companies
HCMA,HCM III Acquisition Corp.,financials,shell-companies
SBXE,SilverBox Corp V,financials,shell-companies
ACAA,Averin Capital Acquisition Corp.,financials,shell-companies
ARTC,Art Technology Acquisition Corp.,financials,shell-companies
SORN,Soren Acquisition Corp.,financials,shell-companies
KCAC,Kensington Capital Acquisition Corp. VI,financials,shell-companies
ARCI,Archimedes Tech SPAC Partners III Co.,financials,shell-companies
DSAC,Daedalus Special Acquisition Corp.,financials,shell-companies
AACI,Armada Acquisition Corp. III,financials,shell-companies
PTOR,Praetorian Acquisition Corp.,financials,shell-companies
KEYY,Keystone Acquisition Corp.,financials,shell-companies
CUB,Lionheart Holdings,financials,shell-companies
BLUW,Blue Water Acquisition Corp. III,financials,shell-companies
BEAG,Bold Eagle Acquisition Corp.,financials,shell-companies
RREV,RRE Ventures Acquisition Corp.,financials,shell-companies
XRPN,Armada Acquisition Corp. II,financials,shell-companies
IPFX,Inflection Point Acquisition Corp. VI,financials,shell-companies
SAAQ,Space Asset Acquisition Corp.,financials,shell-companies
CEPV,"Cantor Equity Partners V, Inc.",financials,shell-companies
ATII,Archimedes Tech SPAC Partners II Co.,financials,shell-companies
FERA,Fifth Era Acquisition Corp I,financials,shell-companies
RTAC,Renatus Tactical Acquisition Corp I,financials,shell-companies
OBA,Oxley Bridge Acquisition Limited,financials,shell-companies
SZZL,Sizzle Acquisition Corp. II,financials,shell-companies
DRDB,Roman DBDR Acquisition Corp. II,financials,shell-companies
VACI,Viking Acquisition Corp. I,financials,shell-companies
CRAQ,Cal Redwood Acquisition Corp.,financials,shell-companies
PMTR,Perimeter Acquisition Corp. I,financials,shell-companies
PCAP,ProCap Acquisition Corp,financials,shell-companies
EVOX,Evolution Global Acquisition Corp,financials,shell-companies
SVAC,Spring Valley Acquisition Corp. III,financials,shell-companies
KOYN,"CSLM Digital Asset Acquisition Corp III, Ltd",financials,shell-companies
ALDF,Aldel Financial II Inc.,financials,shell-companies
POLE,Andretti Acquisition Corp. II,financials,shell-companies
RNGT,Range Capital Acquisition Corp II,financials,shell-companies
TVA,Texas Ventures Acquisition III Corp,financials,shell-companies
JACS,Jackson Acquisition Company II,financials,shell-companies
SAC,Safeguard Acquisition Corp.,financials,shell-companies
RAC,Rithm Acquisition Corp.,financials,shell-companies
AEAQ,Activate Energy Acquisition Corp.,financials,shell-companies
CMII,Columbus Circle Capital Corp II,financials,shell-companies
GRAF,Graf Global Corp.,financials,shell-companies
LPAA,Launch One Acquisition Corp.,financials,shell-companies
AACO,Abony Acquisition Corp. I,financials,shell-companies
LEGO,Legato Merger Corp. IV,financials,shell-companies
SVIV,Spring Valley Acquisition Corp. IV,financials,shell-companies
ILLU,Illumination Acquisition Corp I,financials,shell-companies
CAQ,Cambridge Acquisition Corp.,financials,shell-companies
NHIC,NewHold Investment Corp III,financials,shell-companies
LPBB,Launch Two Acquisition Corp.,financials,shell-companies
LWAC,LightWave Acquisition Corp.,financials,shell-companies
VHCP,Vine Hill Capital Investment Corp. II,financials,shell-companies
ITHA,ITHAX Acquisition Corp III,financials,shell-companies
TMTS,Spartacus Acquisition Corp. II,financials,shell-companies
BIXI,Bitcoin Infrastructure Acquisition Corp Ltd.,financials,shell-companies
LOKV,Live Oak Acquisition Corp. V,financials,shell-companies
MTAL,Metals Acquisition Corp. II,financials,shell-companies
HVMC,Highview Merger Corp.,financials,shell-companies
OTGA,OTG Acquisition Corp. I,financials,shell-companies
JENA,Jena Acquisition Corporation II,financials,shell-companies
GSRF,GSR IV Acquisition Corp.,financials,shell-companies
IRHO,Iron Horse Acquisitions Corp. II,financials,shell-companies
CAII,Collective Acquisition Corp. II,financials,shell-companies
GPAC,General Purpose Acquisition Corp.,financials,shell-companies
HCAC,Hall Chadwick Acquisition Corp.,financials,shell-companies
KPET,KPET Ultra Paceline Corporation,financials,shell-companies
PONO,"Pono Capital Four, Inc.",financials,shell-companies
SVAQ,Silicon Valley Acquisition Corp.,financials,shell-companies
BACC,Blue Acquisition Corp.,financials,shell-companies
MTNE,CH4 Natural Solutions Corporation,financials,shell-companies
PACH,Pioneer Acquisition I Corp,financials,shell-companies
AACB,Artius II Acquisition Inc.,financials,shell-companies
LPCV,Launchpad Cadenza Acquisition Corp I,financials,shell-companies
FGII,FG Imperii Acquisition Corp.,financials,shell-companies
ADAC,American Drive Acquisition Company,financials,shell-companies
ACGC,ACP Holdings Acquisition Corp.,financials,shell-companies
AXIN,Axiom Intelligence Acquisition Corp 1,financials,shell-companies
IACQ,Irenic Acquisition Corp.,financials,shell-companies
TVAI,Thayer Ventures Acquisition Corporation II,financials,shell-companies
XCBE,X3 Acquisition Corp. Ltd.,financials,shell-companies
PAII,Pyrophyte Acquisition Corp. II,financials,shell-companies
GUAC,Berto Acquisition Corp. II,financials,shell-companies
SBXD,SilverBox Corp IV,financials,shell-companies
XSLL,Xsolla SPAC 1,financials,shell-companies
LEGT,Legato Merger Corp. III,financials,shell-companies
GSRV,GSR V Acquisition Corp.,financials,shell-companies
MUZE,Muzero Acquisition Corp,financials,shell-companies
HVII,Hennessy Capital Investment Corp. VII,financials,shell-companies
CEPO,"Cantor Equity Partners I, Inc.",financials,shell-companies
DNMX,Dynamix Corporation III,financials,shell-companies
OACC,Oaktree Acquisition Corp. III Life Sciences,financials,shell-companies
QLEP,Quantum Leap Acquisition Corp,financials,shell-companies
FACT,FACT II Acquisition Corp,financials,shell-companies
PLMK,Plum Acquisition Corp. IV,financials,shell-companies
TRGS,TRG Latin America Acquisitions Corp.,financials,shell-companies
NTWO,Newbury Street II Acquisition Corp,financials,shell-companies
RAAQ,Real Asset Acquisition Corp.,financials,shell-companies
VNME,Vendome Acquisition Corporation I,financials,shell-companies
FTRA,FutureCorp Space Acquisition 1,financials,shell-companies
SCII,SC II Acquisition Corp.,financials,shell-companies
QADR,QDRO Acquisition Corp.,financials,shell-companies
MKLY,McKinley Acquisition Corporation,financials,shell-companies
COPL,Copley Acquisition Corp,financials,shell-companies
MLAC,Mountain Lake Acquisition Corp.,financials,shell-companies
GTER,Globa Terra Acquisition Corporation,financials,shell-companies
GTER.A,Globa Terra Acquisition Corporation,financials,shell-companies
TDAC,Translational Development Acquisition Corp.,financials,shell-companies
NHIV,NewHold Investment Corp IV,financials,shell-companies
MCGA,Yorkville Acquisition Corp.,financials,shell-companies
SOCA,Solarius Capital Acquisition Corp.,financials,shell-companies
SSAC,SPACSphere Acquisition Corp.,financials,shell-companies
DYNC,Dynamix Corporation,financials,shell-companies
IGAC,Invest Green Acquisition Corporation,financials,shell-companies
DAAQ,Digital Asset Acquisition Corp.,financials,shell-companies
